,Country,Year,pop,Region,co2_mtco2,coalcons_mtoe,coalprod_mtoe,gascons_mtoe,gasprod_mtoe,hydro_mtoe,hydro_twh,nuclear_mtoe,nuclear_twh,oilcons_mtoe,oilprod_mt,primary_gj_pc,primary_mtoe,renewables_mtoe,renewables_twh,solar_mtoe,solar_twh,wind_mtoe,wind_twh,$ money of the day,$ 2018
10,Total Africa,1975,417.367814,,316.12200789999997,39.4726836,,4.61207029,9.916693779,8.344808882,36.87904837,0.0,0.0,51.51786364,243.43014739999998,10.43132742,103.9863457,0.03891931,0.172,0.0,0.0,0.0,0.0,11.53,53.82295236889999
11,Total Africa,1976,428.88922599999995,,342.1532151,41.43911488,,5.2434557139999995,11.8041388,9.245865783,40.86117924,0.0,0.0,57.19241575,290.3792037,11.04690018,113.16271299999998,0.041860886,0.185,0.0,0.0,0.0,0.0,12.8,56.472959872000004
12,Total Africa,1977,440.863001,,355.7373253,42.38279092,,5.867084342999999,12.03584259,10.20123798,45.08335112,0.0,0.0,60.52354714,304.4742501,11.30288002,119.01742639999999,0.042765986,0.18899999999999997,0.0,0.0,0.0,0.0,13.92,57.6393016656
13,Total Africa,1978,453.287183,,366.3798144,41.09408537,,8.372304197,16.05247434,10.42790409,46.08507934,0.0,0.0,63.68073592,297.2093895,11.41811836,123.61915320000001,0.044123637,0.195,0.0,0.0,0.0,0.0,14.02,53.99570766871165
14,Total Africa,1979,466.15208499999994,,394.4654861,43.38328114,,12.7981785,24.36199012,10.69833163,47.28020678,0.0,0.0,67.88269917,326.7604298,12.10793718,134.8079717,0.045481287,0.201,0.0,0.0,0.0,0.0,31.61,109.33184944903581
15,Total Africa,1980,479.957072,,429.4629589,46.76525905,,16.07170913,21.35024839,10.4154796,46.03017056,0.0,0.0,71.88221144,300.29983849999996,12.66458881,145.1814982,0.046838937000000004,0.207,0.0,0.0,0.0,0.0,36.83,112.23629623786407
16,Total Africa,1981,493.69153099999994,,479.7829693,54.70249126,78.23760476,19.64670301,22.76423384,10.946609599999999,48.37744646,0.0,0.0,76.51081991,238.44712489999998,13.72635454,161.8559517,0.049327962999999996,0.218,0.0,0.0,0.0,0.0,35.93,99.25494510451044
17,Total Africa,1982,507.851516,,516.8020129,60.40936364,85.87379147,21.21526644,27.95467695,11.00437044,48.63271473,0.0,0.0,80.18258420000001,229.24003100000002,14.25123484,172.86498559999998,0.053400914,0.23600000000000002,0.0,0.0,0.0,0.0,32.97,85.79272321243523
18,Total Africa,1983,522.422584,,530.4647755,61.05200177,87.00539955,23.32548125,37.57152442,10.29753239,45.50891466,0.0,0.0,82.90617596,232.36039680000005,14.23588584,177.63323459999998,0.052043264000000006,0.23,0.0,0.0,0.0,0.0,29.55,74.50011897590362
19,Total Africa,1984,537.3861730000001,,548.4282783,65.57230339,97.02947943,22.34761655,39.43686103,10.21087938,45.12596032,0.88812961,3.925,84.67199442,248.13236009999997,14.31556822,183.7438717,0.052948364000000005,0.23399999999999999,0.0,0.0,0.0,0.0,28.78,69.55591395572667
20,Total Africa,1985,552.796228,,566.3124521000001,67.68408335,103.0877612,23.97616054,43.48049954,11.18856647,49.44675065,1.202651944,5.315,86.58428206,257.982023,14.44309017,190.69661240000002,0.060867990999999996,0.26899999999999996,0.0,0.0,0.0,0.0,27.56,64.31699739776951
21,Total Africa,1986,568.50577,,574.4840092999999,69.24815962,105.7172136,26.93647486,45.5841042,11.57215611,51.141986700000004,1.9918993530000002,8.802999999999999,85.22866453,257.24088650000004,14.370223600000001,195.1264697,0.149115265,0.659,0.0,0.0,0.0,0.0,14.43,33.06089425182482
22,Total Africa,1987,584.5697,,594.9740306,71.22267689,105.8275953,27.80604963,49.78316359,11.10068442,49.05836471,1.395438295,6.167000000000001,89.54415951,257.7504206,14.411610699999999,201.2178977,0.148888989,0.6579999999999999,0.0,0.0,0.0,0.0,18.4350393700787,40.74971330195733
23,Total Africa,1988,600.957544,,633.9566689,76.540052,108.76452739999999,30.82068277,53.09821836,12.12722762,53.59506976,2.374304204,10.493,93.7272802,268.6985107,15.02973673,215.731195,0.141648188,0.626,0.0,0.0,0.0,0.0,14.9238416988417,31.677777831538826
24,Total Africa,1989,617.632763,,624.6795038,71.85046104,105.6277215,31.9407602,58.24660085,12.73421052,56.27756997,2.511426891,11.099,97.18726567,296.5633552,14.6668335,216.363736,0.139611712,0.617,0.0,0.0,0.0,0.0,18.22611328125,36.908908288022936
25,Total Africa,1990,634.567044,,647.2117494,75.47806204,105.0065364,34.27733314,62.04562279,12.95530143,57.25465912,1.911797982,8.449,98.55258591,317.8307671,14.73576212,223.34071380000003,0.16563334400000002,0.732,0.0,0.0,0.0,0.0,23.7258203125,45.58316420207298
26,Total Africa,1991,651.763862,,639.778956,73.36152782,107.0348074,34.534444799999996,66.50487791,13.72391918,60.65148841,2.069059148,9.144,99.25085127,329.7160065,14.3319318,223.1067932,0.166990994,0.738,0.0,0.0,0.0,0.0,20.0009143968872,36.874960436557664
27,Total Africa,1992,669.222315,,653.9287411,73.80058024,109.47028329999999,36.22272205,69.49981077,13.09234097,57.86029168,2.101642821,9.288000285,101.4943066,335.967112,14.19435973,226.88407090000004,0.172478164,0.76225,0.0,0.0,0.0,0.0,19.3208365758755,34.58016614439322
28,Total Africa,1993,686.9176309999999,,656.6245829,74.94541757,111.52166299999999,35.48099548,71.66007925,12.82583773,56.68250727,1.641625572,7.255000053,102.69950870000001,331.5872334,13.88354791,227.78384069999996,0.190455718,0.8417,0.0,0.0,0.00045255,0.002,16.9716342412451,29.49270698558016
29,Total Africa,1994,704.821185,,675.8025212,76.88467159999999,115.90986740000001,37.13052041,67.89735319,13.03254934,57.59604857,2.194189223,9.696999854,105.08762079999998,330.9193806,13.92958575,234.4957278,0.166176404,0.7344,0.0,0.0,0.001221885,0.0054,15.817626459144,26.8010575389762
30,Total Africa,1995,722.921961,,696.5493778,79.26077731,121.7578168,39.65980204,75.03914208,13.5242062,59.76887687,2.557134324,11.30099943,108.7918821,336.2814229,14.13135272,244.0017488,0.20794678,0.919,0.0,0.0,0.0014255329999999999,0.0063,17.0166796875,28.03810620924582
31,Total Africa,1996,741.220231,,714.2870908,80.35699385,121.38307659999998,41.632996399999996,80.25150505,14.10066042,62.31645867,2.66438885,11.77500009,111.55786359999999,347.1689036,14.15339039,250.56795879999999,0.255055684,1.127193088,0.0,0.0,0.001606553,0.0071,20.668488372093,33.078407327285895
32,Total Africa,1997,759.752299,,729.5376997000001,82.40080818,129.1150113,40.79755255,89.56242681,14.44822771,63.85249756,2.861700655,12.64699988,114.5488165,355.2410837,14.07095296,255.33674539999998,0.279639862,1.235840408,0.0,0.0,0.00162918,0.0072,19.0925875486381,29.870918265270202
33,Total Africa,1998,778.591686,,735.7832305,80.50793454,130.84664740000002,42.93525317,95.38403731,15.08233875,66.65488788,3.0775669660000005,13.60099945,117.29532649999999,356.4356166,13.94072295,259.2464647,0.34804482200000003,1.538149286,0.0,0.0,0.00171969,0.0076,12.7156614785992,19.58890556384423
34,Total Africa,1999,797.8356190000001,,754.9179230000001,83.01639037,130.6394822,43.33788542,104.61958259999999,15.99408547,70.68426132,2.9046929169999998,12.83699988,121.49649950000001,346.3584709,14.01611516,267.0907594,0.34120577399999996,1.507924799,0.0,0.0,0.004480245999999999,0.0198,17.9700778210117,27.08530811164937
35,Total Africa,2000,817.566004,,764.0485307,82.82664790000001,130.5260242,47.87810458,116.16615900000001,17.02625167,75.24581661,2.943838552,13.01000009,122.1902875,371.5856027,14.00160034,273.4124496,0.547319419,2.418823439,0.004163460999999999,0.0184,0.039824411000000004,0.17600000000000002,28.49544921875,41.552884825625185
36,Total Africa,2001,837.819958,,793.9392921,83.88543956,130.2026606,55.25934255,120.0724888,18.297532399999998,80.86411467,2.425442287,10.71899964,123.82784109999999,367.8613385,14.20788624,284.31381139999996,0.618213475,2.732132632,0.005588994,0.0247,0.094148527,0.41608,24.4438910505837,34.65856662924293
37,Total Africa,2002,858.6210039999999,,790.9544112000001,80.31822248,128.0243755,58.57817078,125.54451809999999,19.27444181,85.18146813,2.7132641160000004,11.99099944,126.03413559999998,370.357699,14.02064578,287.53274469999997,0.614509891,2.71576501,0.006969499999999999,0.03080101,0.100593746,0.444564,25.0232558139535,34.92781933115298
38,Total Africa,2003,880.015125,,835.4093783,87.42155134,137.5718495,62.22910254,134.8667046,18.75200287,82.87260147,2.865320909,12.66299922,129.3880349,402.7929058,14.33808494,301.369342,0.713329414,3.15248801,0.007670953,0.03390101,0.122457121,0.541187,28.830703125,39.345605269616165
39,Total Africa,2004,902.047357,,903.3618177000001,96.15563191,140.5725211,67.74670835,141.10736930000002,19.77767779,87.40546922,3.024193943,13.36512271,135.54771110000001,448.1954483,14.99649148,323.0998736,0.8479504959999999,3.7474324219999997,0.008847583000000001,0.03910101,0.174077365,0.769317505,38.265,50.866116225516144
40,Total Africa,2005,924.757708,,912.1303968000001,89.25462147,141.4783954,70.28010216,147.08864440000002,20.15335434,89.06573417,2.555245998,11.29265416,142.4381128,464.72229680000004,14.73869273,325.54026239999996,0.858825645,3.7954940560000003,0.010001586,0.04420101,0.177039895,0.7824101109999999,54.5210894941634,70.1004977962667
41,Total Africa,2006,948.1550050000001,,927.061483,90.52158288,140.5122583,73.34572558,159.16239480000002,20.87173667,92.24055302,2.26863362,10.02599942,143.41358730000002,475.56620269999996,14.63684731,331.4703361,1.049070065,4.636260244,0.011743904,0.05190101,0.19289962600000002,0.852500606,65.1440625,81.1415183640253
42,Total Africa,2007,972.264392,,958.3627257999999,92.01923581,140.45610359999998,78.0792275,168.2744067,21.57319135,95.34056187,2.560754823,11.31699987,148.24609750000002,485.49146950000005,14.78870919,343.4254166,0.9469096840000001,4.184772657,0.014396817,0.063625293,0.229962747,1.0162973640000001,72.3890784313725,87.6687034834556
43,Total Africa,2008,997.143286,,1027.76147,101.4173611,142.7125888,81.49489884,175.2743046,21.98425335,97.15720925,2.942480803,13.00399966,156.5389059,490.4282478,15.34346445,365.4254457,1.04754567,4.629523333,0.019214645,0.084917202,0.29691454300000003,1.312184131,97.255972762646,113.42923950204943
44,Total Africa,2009,1022.857852,,1041.57737,100.98259190000002,141.50711299999998,82.18087856,165.188375,22.57345723,99.76113688,2.8976782919999997,12.80599944,162.1605586,471.8065898,15.22588747,371.976654,1.181489355,5.221474056,0.024408274,0.10786992699999999,0.359750631,1.589881939,61.6712648221344,72.18375522959538
45,Total Africa,2010,1049.446344,,1071.645931,100.0982873,146.7731546,85.0531084,173.9566949,24.30801299,107.42683259999998,3.060822709,13.52699988,169.893666,487.0412855000001,15.31336662,383.8386503,1.424752964,6.2965532479999995,0.05065501,0.22386475,0.516845371,2.284146434,79.495533596838,91.54476352359578
46,Total Africa,2011,1076.933597,,1073.107299,98.42075654,145.9602535,92.18256437,173.4443396,24.9927187,110.452821,2.919400824,12.902000000000001,165.2542305,406.03926960000007,14.98043911,385.3286083,1.558937379,6.889567851,0.104206521,0.46053030100000003,0.57416752,2.537475939,111.255597609562,124.19837977827005
47,Total Africa,2012,1105.285018,,1106.3532910000001,95.96611742,151.92723840000002,98.97456629,177.7752476,25.10573839,110.95230020000001,2.934206884,12.96743391,174.54455349999998,442.21161090000004,15.12303402,399.2371961,1.712013674,7.566073229,0.125226756,0.553427126,0.670157994,2.96169624,111.669702380952,122.13317401924142
48,Total Africa,2013,1134.398017,,1130.7099349999999,97.21736336,152.363968,100.25449820000001,170.51110740000001,26.62643038,117.67284640000001,3.191835626,14.10599837,180.44742030000003,409.51678589999995,15.12189365,409.7221307,1.984582815,8.770665292,0.186514717,0.8242831409999999,0.805484071,3.559756302,108.658517786561,117.12425222607595
49,Total Africa,2014,1164.129716,,1166.15428,101.8506496,157.7434523,103.0554743,170.805256,28.00330243,123.75779479999999,3.121238102,13.79399967,183.7315716,390.6103437,15.19839473,422.5877267,2.8254906060000002,12.48697318,0.41323616,1.826255884,1.166938412,5.157167619,98.9460079051383,104.95250070557736
50,Total Africa,2015,1194.369908,,1173.654213,97.68059268,151.64907680000002,110.1075067,175.0227621,27.21429425,120.270852,2.768927909,12.237,187.8957075,386.83439489999995,15.07638834,430.0846603,4.417631185,19.52327926,0.807412155,3.5682772760000003,2.010925067,8.88708224,52.3867588932806,55.50100568910674
51,Total Africa,2016,1225.080583,,1191.241291,99.10710071,149.5731612,116.0830946,179.5694997,26.40376861,116.68881499999999,3.6008143639999997,15.913439000000002,188.95020480000002,363.8789963,15.0181064,439.4380085,5.293025392,23.39199642,1.111309528,4.911321327,2.557971711,11.30470018,43.7341699604743,45.75681632729387
52,Total Africa,2017,1256.268095,,1206.050391,97.62608139,155.2398418,121.040856,194.0275958,28.18893128,124.5781629,3.5652660989999996,15.756337,192.09861850000001,385.95175689999996,14.95082392,448.606169,6.086415731000001,26.89830568,1.495807453,6.610571458,2.895395039,12.79590884,54.1924404761905,55.51607845404197
53,Total Africa,2018,1287.920538,,1234.535001,101.435805,155.832445,128.969212,203.4112841,30.05855305,132.8407693,2.509487034,11.090427,191.3272161,388.6943883,15.00296557,461.51302869999995,7.212755443,31.876051399999998,2.043057655,9.029088998999999,3.323061845,14.68593952,71.3100597609562,71.3100597609562
54,Total Asia Pacific,1965,1779.20351,,1425.476101,239.06986630000003,,4.835078913,,34.06742913,150.55759630000003,0.006,0.0265164,163.20058480000003,44.90503356,10.39052323,441.55095539999996,0.37199619899999997,1.6440000000000001,0.0,0.0,0.0,0.0,1.8,14.310085716
55,Total Asia Pacific,1966,1821.6363379999998,,1548.6339169999999,252.0337489,,5.364510152,,36.97058001,163.3877813,0.084,0.3712296,188.0607043,50.01206351,11.09850626,482.88531320000004,0.371769924,1.643,0.0,0.0,0.0,0.0,1.8,13.921372080000001
56,Total Asia Pacific,1967,1866.6304289999998,,1615.174303,245.3933441,,6.138565094,,34.85151774,154.0227975,0.192,0.8485248,219.18222290000003,53.02634789,11.35123026,506.07986550000004,0.322215685,1.4240000000000002,0.0,0.0,0.0,0.0,1.8,13.528138517999999
57,Total Asia Pacific,1968,1913.504025,,1720.791309,249.03617569999997,,6.691146223,,37.21022358,164.4468621,0.163,0.7203622,250.630328,62.04986661,11.90479033,544.0877092999999,0.35683577,1.577,0.0,0.0,0.0,0.0,1.8,12.985747398
58,Total Asia Pacific,1969,1961.303834,,1957.3568129999999,279.4225525,,8.82204853,,39.68487154,175.38332130000003,0.376,1.6616944,291.1347296,71.42538889,13.23097198,619.8040524,0.363850296,1.608,0.0,0.0,0.0,0.0,1.8,12.321318276
59,Total Asia Pacific,1970,2009.2833699999999,,2234.205628,312.1734487,,12.23772359,12.98508315,40.53008827,179.1186721,1.044,4.6138536,338.4992107,98.76654598,14.6879172,704.8864951,0.402023804,1.776704,0.0,0.0,0.0,0.0,1.8,11.634289523999998
60,Total Asia Pacific,1971,2057.27569,,2444.8426719999998,334.1540289,,14.57875402,15.35751016,44.05392404,194.6919119,1.837,8.118437799999999,376.4043146,118.6021646,15.69941452,771.4250463,0.397024709,1.7546110000000001,0.0,0.0,0.0,0.0,2.24,13.870748908800001
61,Total Asia Pacific,1972,2105.307089,,2582.5792149999997,347.0221563,,16.88867274,17.85618145,46.07164377,203.6090225,2.242,9.9082948,405.3385043,139.68250590000002,16.26681591,817.9670118,0.404034711,1.785591,0.0,0.0,0.0,0.0,2.48,14.8898415576
62,Total Asia Pacific,1973,2153.068616,,2785.635384,355.411009,,20.84363378,22.15975499,44.61669735,197.17903230000002,2.677,11.8307338,461.13871460000007,166.7735638,17.21146345,885.102269,0.41521428200000005,1.834998,0.0,0.0,0.0,0.0,3.29,18.5964570953
63,Total Asia Pacific,1974,2200.253347,,2825.680471,364.05346000000003,,25.9867049,26.94738405,48.68610313,215.1633642,4.732,20.9126008,458.12886050000003,177.7989149,17.16679528,902.1519720000001,0.5648434410000001,2.496269105,0.0,0.0,0.0,0.0,11.58,58.99964872739999
64,Total Asia Pacific,1975,2246.6801570000002,,2931.035319,391.7949921,,30.17945906,30.51426015,51.92598838,229.4817131,5.5360000000000005,24.4657984,455.97041960000007,189.00984240000003,17.44296382,936.0074688,0.6006096679999999,2.654334368,0.0,0.0,0.0,0.0,11.53,53.82295236889999
65,Total Asia Pacific,1976,2292.1746829999997,,3059.9680489999996,401.09568039999994,,34.89659551,35.2041633,52.65693854,232.71207420000002,9.033999999999999,39.924859600000005,484.9914492,215.6507062,17.95985801,983.2600518999999,0.585388193,2.587064579,0.0,0.0,0.0,0.0,12.8,56.472959872000004
66,Total Asia Pacific,1977,2336.852129,,3243.253278,427.73108439999993,,42.98740535,42.89212298,51.09825934,225.82364730000003,6.906170972999999,30.521132,507.9598749,235.4612825,18.5842651,1037.276188,0.5933935539999999,2.622443474,0.0,0.0,0.0,0.0,13.92,57.6393016656
67,Total Asia Pacific,1978,2381.203611,,3391.8236159999997,448.67376730000007,,51.58591083,51.0534774,53.201055000000004,235.1167425,13.45594832,59.467218,538.6616019999999,246.0805699,19.45066376,1106.238434,0.660151009,2.917471368,0.0,0.0,0.0,0.0,14.02,53.99570766871165
68,Total Asia Pacific,1979,2425.9285579999996,,3531.3933520000005,470.407721,,58.94723733,58.04558661,57.73923015,255.1727537,16.70619727,73.8313682,552.9673864,252.4198324,19.97862961,1157.607913,0.8401412909999999,3.712920421,0.0,0.0,0.0,0.0,31.61,109.33184944903581
69,Total Asia Pacific,1980,2471.67232,,3563.5597549999998,497.2141392,,63.25472044,61.81359305,61.46141798,271.6225906,21.90979323,96.8281402,523.0453731,244.84310130000003,19.78586354,1168.056063,1.170618898,5.173433158,0.0,0.0,0.0,0.0,36.83,112.23629623786407
70,Total Asia Pacific,1981,2518.232571,,3585.165663,513.6416842,497.8757983,63.96080128,62.10700487,65.37016377,288.8969017,23.03856524,101.81663520000001,507.42164069999995,241.98790860000003,19.53603687,1175.033065,1.6002094,7.071965421,0.0,0.0,0.0,0.0,35.93,99.25494510451044
71,Total Asia Pacific,1982,2565.64016,,3614.650533,531.6297008,523.0581532,66.65685957,64.66931536,63.31155473,279.799085,28.22933602,124.75672759999999,493.3604193,237.0131988,19.36703118,1186.797386,3.6095158310000004,15.95189426,0.0,0.0,0.0,0.0,32.97,85.79272321243523
72,Total Asia Pacific,1983,2614.251397,,3770.878274,562.7778991,553.4191678999999,73.46189062,72.86341787,68.0289468,300.6471275,31.68000466,140.00661259999998,500.56606330000005,254.5054438,19.86862112,1240.603098,4.0882939810000005,18.06780642,0.0,0.0,0.0,0.0,29.55,74.50011897590362
73,Total Asia Pacific,1984,2664.48042,,4044.36319,611.521297,599.0843052,85.95173033,84.80302461,67.24083254,297.1641353,37.89911409,167.4913448,519.5763323,279.8591338,20.84626039,1326.65646,4.467153328999999,19.74213742,0.0,0.0,0.0,0.0,28.78,69.55591395572667
74,Total Asia Pacific,1985,2716.7059999999997,,4182.799531000001,659.7813892999999,662.7061321,93.37715645,91.91181255,72.41096625,320.0130242,47.50571937,209.94677620000002,518.0653053,289.2793887,21.51180289,1395.845132,4.704594926,20.79148682,0.0,0.0,0.0,0.0,27.56,64.31699739776951
75,Total Asia Pacific,1986,2770.789495,,4343.285873,685.1220027,685.8601797,101.98440959999999,101.4555726,74.24670554,328.12589039999995,51.17619586,226.16807999999997,538.2225728,299.83158149999997,21.99573921,1455.659768,4.907881095,21.68988971,0.0,0.0,0.0,0.0,14.43,33.06089425182482
76,Total Asia Pacific,1987,2826.5727920000004,,4583.888018,734.5051851,713.1766707,108.2879614,107.96386470000002,73.95703658,326.8457274,60.34154301,266.67341519999997,555.6025074,302.55001760000005,22.77647183,1537.674491,4.980257441,22.00974974,0.0,0.0,0.0,0.0,18.4350393700787,40.74971330195733
77,Total Asia Pacific,1988,2883.057282,,4932.60092,787.0287215,742.4301009,115.4256369,115.27815149999999,81.85613934,361.7550222,56.77693547,250.91998859999998,603.2942644,305.7997343,23.95814333,1649.7730869999998,5.39138896,23.82670437,0.0,0.0,0.0,0.0,14.9238416988417,31.677777831538826
78,Total Asia Pacific,1989,2938.883029,,5179.821796,822.5411132999999,796.0875507999999,122.93691580000001,120.74897320000001,87.78149775,387.9415512,60.0978603,265.5964838,640.4373859,314.72722930000003,24.78362202,1739.661941,5.86716812,25.92936279,0.0,0.0,0.0,0.0,18.22611328125,36.908908288022936
79,Total Asia Pacific,1990,2993.040273,,5358.671827,840.1720885999999,819.1295761,130.6982035,128.3188865,90.88804069,401.67060699999996,64.97228239,287.1385048,679.875613,325.8808987,25.34120917,1811.580673,4.974444814,21.98406141,0.0009051,0.004,0.007313941,0.032323232,23.7258203125,45.58316420207298
80,Total Asia Pacific,1991,3045.179537,,5611.59761,875.1267376000001,835.6653909,143.3929965,139.60341330000003,93.57972253,413.56622569999996,69.26912296,306.127962,709.5128681,335.0980693,26.06772548,1895.9803239999999,5.098876465,22.53397465,0.0021382989999999998,0.00945,0.027605763,0.122000909,20.0009143968872,36.874960436557664
81,Total Asia Pacific,1992,3095.472,,5863.727648,905.4216015000001,864.5825207,153.16127600000002,147.6467687,91.40599073,403.95963539999997,71.13318202,314.36598460000005,757.4437716,334.5717107,26.83104763,1983.7287829999998,5.162960853,22.817189199999998,0.006245191999999999,0.0276,0.049887777,0.22047404,19.3208365758755,34.58016614439322
82,Total Asia Pacific,1993,3144.077705,,6172.744321,952.8220989,887.0951661,160.49520280000002,156.3543175,100.3102369,443.31106100000005,78.84102697,348.43003460000006,790.6813099,336.64079830000003,27.80911359,2088.3255480000003,5.175672657,22.87336774,0.009752455,0.0431,0.07056086,0.311836667,16.9716342412451,29.49270698558016
83,Total Asia Pacific,1994,3191.35695,,6506.974845000001,1000.297199,937.1346145,174.7145572,170.43213290000003,100.9445934,446.11453610000007,84.18865317,372.0633338,837.6042705,346.02605189999997,28.91165522,2203.769271,6.019997168,26.60477549,0.012083088,0.0534,0.132051428,0.583588081,15.817626459144,26.8010575389762
84,Total Asia Pacific,1995,3237.599811,,6760.647356,1023.900768,1015.8396240000001,183.01100830000001,179.10347,110.1343564,486.72777479999996,92.81861927,410.202606,888.7173273,352.15722389999996,29.81715797,2305.723345,7.141266218999999,31.56011193,0.015988619,0.070660101,0.25379040399999997,1.121601313,17.0166796875,28.03810620924582
85,Total Asia Pacific,1996,3282.763887,,7071.546012999999,1068.338516,1051.652648,199.80350880000003,195.54746619999997,107.8752858,476.744038,97.58846495,431.282462,932.1758992999999,363.84091989999996,30.775221999999996,2413.007246,7.225571061,31.93268875,0.022211297,0.098160606,0.22428498600000002,0.9912050659999999,20.668488372093,33.078407327285895
86,Total Asia Pacific,1997,3326.784732,,7228.01038,1073.234949,1066.527069,215.882087,208.1979335,108.4370548,479.22672,103.96324129999999,459.45514860000003,977.4825143999999,367.4589047,31.30171883,2487.199778,8.199931356,36.23877664,0.03326593,0.147015452,0.274686618,1.213950041,19.0925875486381,29.870918265270202
87,Total Asia Pacific,1998,3369.928446,,7164.6643650000005,1072.217785,1043.25706,220.785614,211.6181221,115.4680483,510.29949280000005,108.2395892,478.35404050000005,955.3949829,365.8572003,30.82372991,2480.982236,8.876216511,39.22755125,0.045915476,0.202918856,0.33704805299999996,1.489550167,12.7156614785992,19.58890556384423
88,Total Asia Pacific,1999,3412.5393299999996,,7478.582643000001,1109.052207,1072.1240380000002,238.4178121,224.8613097,113.78625090000001,502.86695710000004,110.076654,486.47276460000006,1000.07059,362.3109474,31.66912958,2581.258962,9.855448395,43.55516864,0.064774993,0.28626660600000003,0.464599042,2.053249006,17.9700778210117,27.08530811164937
89,Total Asia Pacific,2000,3454.873925,,7720.922014,1146.6875519999999,1115.5960599999999,256.5893864,238.5552853,118.66620549999999,524.4334286999999,113.14725130000001,500.0429625,1029.569884,381.5827868,32.42081654,2675.308916,10.64863674,47.06058519,0.096942894,0.428429426,0.580164045,2.56397698,28.49544921875,41.552884825625185
90,Total Asia Pacific,2001,3497.066788,,7969.280798000001,1199.418427,1184.5894640000001,272.2658765,245.46229049999997,129.6755566,573.088155,114.6323617,506.60625939999994,1036.263363,377.6841427,33.08299099,2763.290079,11.03449466,48.76584571,0.13768055099999998,0.608465426,0.7959072309999999,3.5174324180000003,24.4438910505837,34.65856662924293
91,Total Asia Pacific,2002,3539.0953979999995,,8411.673331,1291.219139,1254.936074,284.8843687,261.44951430000003,131.3939177,580.68228,117.5036879,519.2957985,1069.355508,378.7374037,34.37848925,2906.0082420000003,11.65162107,51.49317414,0.187639595,0.829254425,0.920268867,4.0670362319999995,25.0232558139535,34.92781933115298
92,Total Asia Pacific,2003,3580.86564,,9281.115203,1475.989431,1421.995118,308.5311686,277.93807749999996,134.7045752,595.3133997,104.54751879999999,462.0373046,1113.6241810000001,374.8421537,36.828925899999994,3149.886198,12.48932384,55.19531778,0.252645746,1.116542608,1.20850062,5.3408476380000005,28.830703125,39.345605269616165
93,Total Asia Pacific,2004,3622.2066240000004,,10247.440779999999,1659.995584,1622.1672310000001,326.91987939999996,296.0959596,154.7087074,683.7196615,118.9572428,525.7196389999999,1175.788448,378.89875980000005,39.88467844,3450.61972,14.24985903,62.97582698,0.33127913600000003,1.464055013,2.0787107540000003,9.186654307000001,38.265,50.866116225516144
94,Total Asia Pacific,2005,3663.0041920000003,,11194.84505,1886.1166739999999,1794.222518,351.2167943,319.8731304,164.5967338,727.4188056,125.20424840000001,553.3276552,1185.174116,382.60929080000005,42.62377372,3729.126345,16.81777879,74.3244916,0.41924549200000005,1.852813527,2.7196403719999998,12.01917866,54.5210894941634,70.1004977962667
95,Total Asia Pacific,2006,3703.213707,,11871.661259999999,2030.9956789999999,1921.5937030000002,377.8971664,334.91203039999994,181.1669106,800.6490449,128.5542639,568.1327137999999,1211.896493,380.74303189999995,44.65680111,3949.88244,19.37192735,85.61229573,0.518458565,2.29127578,4.201871753,18.56975203,65.1440625,81.1415183640253
96,Total Asia Pacific,2007,3742.913478,,12662.986659999999,2200.6942329999997,2065.527061,407.0279878,349.9891145,192.8547349,852.3022156,123.31170390000001,544.963744,1254.0919039999999,381.65961580000004,46.98442799,4200.311665,22.33110152,98.69007006,0.621935325,2.7485809760000004,5.567073535,24.60312478,72.3890784313725,87.6687034834556
97,Total Asia Pacific,2008,3782.2515909999997,,12959.226059999999,2260.7888199999998,2155.89272,433.1033501,366.5411231,225.5230727,996.6766673000001,119.71165420000001,529.0536846,1250.238047,388.3859046,47.77862415,4316.202762,26.83781758,118.607051,0.753632293,3.330602555,8.166151046,36.08948793,97.255972762646,113.42923950204943
98,Total Asia Pacific,2009,3821.432502,,13251.54687,2335.509455,2240.6754739999997,443.3600665,385.1369685,218.54650299999997,965.8444153999999,125.2804993,553.6646387999999,1262.561355,384.3159313,48.41117719,4418.650186,33.39230677,147.5739606,0.99187627,4.383497988,12.40951003,54.84258862,61.6712648221344,72.18375522959538
99,Total Asia Pacific,2010,3860.584228,,13993.97024,2442.640148,2402.676741,496.6672574,425.04471050000006,247.74383569999998,1094.879108,131.6801697,581.9473421,1341.7435,403.4916698,50.98823322,4701.546981,41.07206984,181.5139054,1.52481072,6.7387484970000004,17.36011017,76.72127090000001,79.495533596838,91.54476352359578
100,Total Asia Pacific,2011,3899.749921,,14867.236669999998,2621.091074,2636.18349,535.8084208,429.11293650000005,252.4942585,1115.873126,109.1149325,482.22253279999995,1384.679701,395.9705746,53.19190094,4954.50252,51.31413302,226.7776795,2.7502374169999997,12.15439924,24.84563225,109.8027872,111.255597609562,124.19837977827005
101,Total Asia Pacific,2012,3938.826028,,15317.400919999998,2677.830219,2696.910691,571.163731,437.1396124,289.42656170000004,1279.0917470000002,77.96468724,344.5571388,1443.567942,400.9874747,54.44080795,5121.641142,61.68800123,272.6239526,3.978600738,17.583028100000003,31.84335699,140.7285319,111.669702380952,122.13317401924142
