Country,Year,pop,ISO3166_alpha3,ISO3166_numeric,Region,SubRegion,OPEC,EU,OECD,biofuels_kboed,biofuels_ktoe,biogeo_mtoe,biogeo_twh,biomass_mtoe,biomass_twh,co2_mtco2,coalcons_mtoe,coalprod_mt,coalprod_mtoe,cobalt_kt,elect_twh,electbyfuel_coal,electbyfuel_gas,electbyfuel_oil,electbyfuel_other,gascons_bcfd,gascons_bcm,gascons_mtoe,gasprod_bcfd,gasprod_bcm,gasprod_mtoe,geothermal_mtoe,geothermal_twh,graphite_kt,hydro_mtoe,hydro_twh,lithium_kt,nuclear_mtoe,nuclear_twh,oilcons_kbd,oilcons_mt,oilcons_mtoe,oilprod_crudecond_kbd,oilprod_kbd,oilprod_mt,oilprod_ngl_kbd,oilreserves_bbl,primary_gj_pc,primary_mtoe,rareearths_kt,refcap_kbd,refthru_kbd,renewables_mtoe,renewables_twh,solar_mtoe,solar_twh,wind_mtoe,wind_twh
Algeria,1965,12.626952,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,5.568752776,0.07,,,,,,,,,0.071891945,0.74305,0.638907997,,,,0,0,,0.089,0.3933266,,0,0,26.71619178,1.289,1.324613237,,569.9438356,26.13931234,,,7.037780693,2.122521233,,54.22191781,,0,0,0,0,0,0
Algeria,1966,12.980267,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,6.867505979,0.068,,,,,,,,,0.074685673,0.771925,0.663736028,,,,0,0,,0.082,0.3623908,,0,0,35.35323288,1.693,1.743138889,,733.5931507,33.64247607,,,8.247229352,2.556874916,,54.22191781,,0,0,0,0,0,0
Algeria,1967,13.354197,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,6.369306902,0.052,,,,,,,,,0.072450691,0.748825,0.643873603,,,,0,0,,0.092,0.4065848,,0,0,33.2859726,1.578,1.628721506,,842.6643836,38.64524181,,,7.57649479,2.416595108,,54.22191781,,0,0,0,0,0,0
Algeria,1968,13.744387,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,6.77113723,0.055,,,,,,,,,0.075967532,0.787325,0.676977644,,,,0,0,,0.126,0.5568444,,0,0,35.37442623,1.682,1.734075786,,922.495082,42.42374811,,,7.895884553,2.59205343,,54.22191781,,0,0,0,0,0,0
Algeria,1969,14.144438,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,7.592118351,0.07,,,,,,,,,0.100155164,1.03516875,0.89008491,,,,0,0,,0.082,0.3623908,,0,0,37.71432877,1.775,1.831980224,,969.3315068,44.43579345,,,8.507326979,2.874065133,,54.22191781,,0,0,0,0,0,0
Algeria,1970,14.550034,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,8.264424633,0.083,,,,,,,,,0.094148648,0.9730875,0.836704643,0.235883804,2.4380125,2.096313414,0,0,,0.132,0.5833608,,0,0,43.00991781,2.032,2.093523717,,1053.926849,48.3134937,,,9.050454521,3.145228361,,57.73630137,,0,0,0,0,0,0
Algeria,1971,14.960109,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,8.930844168,0.023,,,,,,,,,0.106906675,1.10495,0.950085985,0.248641831,2.569875,2.209694755,0,0,,0.074,0.3270356,,0,0,48.87849315,2.288,2.359419628,,802.5873973,36.79765995,,,9.533592102,3.406505613,,57.73630137,,0,0,0,0,0,0
Algeria,1972,15.377093,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,9.986480526,0.02,,,,,,,,,0.123795501,1.2830125,1.103192175,0.31417868,3.2561375,2.799774291,0,0,,0.113,0.4993922,,0,0,53.54349727,2.514,2.589975423,,1081.04918,49.72648111,,,10.41770281,3.826167598,,116.2758904,,0,0,0,0,0,0
Algeria,1973,15.804428,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,11.61221403,0.023,,,,,,,,,0.172792104,1.78591875,1.535613715,0.418128022,4.321625,3.715928633,0,0,,0.171,0.7557174,,0,0,58.84926027,2.739,2.828920464,,1128.74,51.69863224,,,12.07615416,4.558534179,,116.2758904,,0,0,0,0,0,0
Algeria,1974,16.247113,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,12.97369526,0.019,,,,,,,,,0.200030956,2.06745,1.777687016,0.483408144,4.9963375,4.296076956,0,0,,0.113,0.4993922,,0,0,65.64186301,3.036,3.142204715,,1045.983014,47.83411335,,,13.01847307,5.051891731,,116.2758904,,0,0,0,0,0,0
Algeria,1975,16.709099,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,15.47522945,0.024,,,,,,,,,0.275647872,2.849,2.449699054,0.595250405,6.1523,5.290025795,0,0,,0.074,0.3270356,,0,0,72.88090411,3.378,3.493608555,,1025.497534,46.80389924,,,15.13770832,6.04130761,,116.2758904,,0,0,0,0,0,0
Algeria,1976,17.190239,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,17.88375812,0.047,,,,,,,,,0.325044451,3.36875,2.896603611,0.747695108,7.7490875,6.663015907,0,0,,0.087,0.3844878,,0,0,84.68016393,3.877,4.017001935,,1144.405661,52.22913753,,,17.16492418,7.047605546,,116.2758904,,0,0,0,0,0,0
Algeria,1977,17.690184,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,19.34421075,0.061,,,,,,,,,0.347353569,3.590125,3.086951849,0.717569149,7.41654375,6.377079751,0,0,,0.061,0.2695834,,0,0,95.21728767,4.4,4.540541153,,1224.790849,55.75623426,,,18.34100612,7.749493002,,116.2758904,,0,0,0,0,0,0
Algeria,1978,18.212326,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,24.53464182,0.031,,,,,,,,,0.557814444,5.765375,4.957330181,1.11283516,11.501875,9.88983233,0,0,,0.058,0.2563252,,0,0,99.38706849,4.521,4.695438067,,1252.729671,56.9353539,,,22.39518187,9.741768248,,110,,0,0,0,0,0,0
Algeria,1979,18.760761,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,32.11140668,0.072,,,,,,,,,0.788762662,8.152375,7.009780739,1.82411842,18.85345,16.21104901,0,0,,0.066,0.2916804,,0,0,118.6408767,5.42,5.616390131,,1282.877301,58.0864301,,,28.48553457,12.76417087,,134,,0,0,0,0,0,0
Algeria,1980,19.337715,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,38.51578477,0.064,,,,,,,,,1.055930118,10.943625,9.409823732,1.486858251,15.40975,13.25,0,0,,0.058,0.2563252,,0,0,120.2332514,5.469,5.692384351,,1134.182393,51.54245542,,8.2,32.96186463,15.22420808,,440,226.3087432,0,0,0,0,0,0
Algeria,1981,19.943664,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,46.31018066,0.045,,,,,,,,,1.376376876,14.22575,12.23194325,1.728468221,17.864843,15.361,0,0,,0.082,0.3623908,,0,0,130.103589,5.889,6.132680376,,1029.279452,45.92668514,,8.08,38.81971227,18.49162363,,440,307.2575342,0,0,0,0,0,0
Algeria,1982,20.575701,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,54.25844173,0.835,,,,,,,,,1.561694195,16.141125,13.8788693,2.255301644,23.310009,20.043,0,0,,0.108,0.4772952,,0,0,137.662,6.245,6.498144263,,1039.656164,45.69070529,,9.44,43.3825476,21.32001357,,440,411.6849315,0,0,0,0,0,0
Algeria,1983,21.228289,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,59.03239057,0.745,,,,,,,,,1.709761802,17.6715,15.19475494,3.229527141,33.379263,28.701,0,0,,0.053,0.2342282,,0,0,155.1492329,7.011,7.299434317,,1026.933973,44.95342317,,9.22,45.93857659,23.29218926,,440,377.5452055,0,0,0,0,0,0
Algeria,1984,21.893853,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,56.95771914,0.826,,,,,,,,,1.497990572,15.525125,13.34920464,3.278269959,33.975882,29.214,0,0,,0.103,0.4551982,,0,0,171.7896721,7.76,8.08271766,,1122.489071,48.78596222,,9,42.76118484,22.3609223,,440,410.5601093,0,0,0,0,0,0
Algeria,1985,22.565905,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,57.61245138,0.862,,,,12.274,,,,,1.488126013,15.38075,13.22506449,3.612555968,37.338115,32.105,0,0,,0.146173689,0.646,,0,0,176.3272603,7.966,8.302132679,,1087.029055,47.06101826,,8.82,41.811348,22.53537086,,440,407.6684932,0,0,0,0,0,0
Algeria,1986,23.241272,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,60.98556138,0.885,,,,12.981,,,,,1.62967492,16.84375,14.48301806,3.69492292,38.189431,32.837,0,0,,0.056568765,0.25,,0,0,179.9450411,8.078,8.428310762,,1126.000808,48.47924874,,8.8,42.96981319,23.85289758,,434,434.458137,0,0,0,0,0,0
Algeria,1987,23.917897,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,62.67455687,1.058,,,,12.722,,,,,1.666924633,17.22875,14.81405847,4.170108213,43.10078,37.06,0,0,,0.112911255,0.499,,0,0,182.6426849,8.158,8.521111254,,1178.140068,50.1977563,,8.564,42.8976092,24.50608098,,434,411.524274,0,0,0,0,0,0
Algeria,1988,24.591492,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,66.88505873,0.995,,,,13.966,,,,,1.873184738,19.413625,16.69271281,4.347573527,45.058109,38.743,0,0,,0.041408336,0.183,,0,0,181.7583607,8.168,8.527308565,,1232.921475,52.57526952,,9.2,44.70262314,26.25642971,,434,436.2952186,0,0,0,0,0,0
Algeria,1989,25.257672,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,65.1347226,0.841,,,,15.324,,,,,1.767498857,18.26825,15.70786758,4.700542377,48.583162,41.774,0,0,,0.051138164,0.226,,0,0,191.9691781,8.553,8.936944206,,1276.397534,54.48481612,,9.236,42.3309409,25.53694995,,434,416.8058904,0,0,0,0,0,0
Algeria,1990,25.912367,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,66.10931915,0.659,,,,16.104,,,,,1.887629179,19.509875,16.77547291,4.997941082,51.656971,44.417,0,0,,0.030547133,0.135,,0,0,212.2470137,9.156,9.614068429,,1366.596521,58.35548992,,9.2,43.75313442,27.07908848,,434,421.0833973,0,0,0,0,0,0
Algeria,1991,26.554329,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,65.7926721,0.68,,,,17.345,,,,,1.864348109,19.26925,16.56857266,5.389409147,55.703048,47.896,0,0,,0.066298593,0.293,,0,0,207.4835068,9.069,9.512277396,,1372.665753,58.69372796,,9.2,42.29815257,26.82714865,,434,421.8063562,0,0,0,0,0,0
Algeria,1992,27.181094,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,67.0192155,0.808,,,,18.286,,,,,1.91961966,19.894875,17.10651333,5.596422242,58.001136,49.872,0,0,,0.045028737,0.199,,0,0,209.643388,9.113,9.569445878,,1320.565574,56.50141058,,9.2,42.40387334,27.52898794,,434,423.1773224,0,0,0,0,0,0
Algeria,1993,27.786259,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,62.52537382,0.658,,,,19.414,,,,,1.727455416,17.854375,15.35199914,5.68388225,58.746619,50.513,0,0,,0.079875096,0.353,,0,0,208.3747397,9.079,9.523205216,,1321.579452,56.32321159,,9.2,38.59347926,25.61307945,,434,419.5772329,0,0,0,0,0,0
Algeria,1994,28.362253,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,63.46065029,0.62,,,,19.883,,,,,1.820579697,18.816875,16.17960017,5.225687953,54.010883,46.441,0,0,,0.03756166,0.166,,0,0,202.1726575,8.67,9.118735669,,1317.13726,56.07125441,,9.979,38.31576838,25.9558975,,434,396.1011507,0,0,0,0,0,0
Algeria,1995,28.904298,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,65.8112943,0.62,,,,19.715,,,,,1.956541147,20.222125,17.38789768,5.949436901,61.491299,52.873,0,0,,0.043671087,0.193,,0,0,196.4710685,8.433,8.868639964,,1309.536712,55.81125441,,9.979,38.99403815,26.92020873,,434,407.9496438,0,0,0,0,0,0
Algeria,1996,29.411415,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,64.89478554,0.292,,,,20.654,,,,,2.004131217,20.77075,17.85963027,6.295975023,65.251278,56.106,0,0,,0.030547133,0.135,,0,0,185.473224,8.06,8.462775557,,1378.674863,59.0123199,,10.8,37.92986126,26.64495296,,434,386.6675137,0,0,0,0,0,0
Algeria,1997,29.886839,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,62.4271122,0.512,,,,21.497,,,,,1.877385508,19.404,16.6844368,7.242778073,74.858821,64.367,0,0,,0.016970629,0.075,,0,0,185.6283288,7.986,8.395822824,,1447.519178,61.56702519,,11.2,35.87556557,25.60923025,,434,413.1910959,0,0,0,0,0,0
Algeria,1998,30.335732,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,64.69332304,0.548,,,,23.262,,,,,1.941641262,20.068125,17.25548151,7.75588367,80.162101,68.927,0,0,,0.048649138,0.215,,0,0,192.2752603,8.217,8.655094416,,1452.006849,61.38579345,,11.314,36.58406855,26.50722507,,434,385.2768493,0,0,0,0,0,0
Algeria,1999,30.765613,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,64.75733712,0.587,,,,24.757,,,,,1.984478432,20.510875,17.63617799,8.718069189,90.106914,77.478,0,0,,0.045933837,0.203,,0,0,185.5245205,8.11,8.503727071,,1397.939849,58.52845907,,11.314,36.43435347,26.7728389,,434,439.1573699,0,0,0,0,0,0
Algeria,2000,31.18366,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,62.91504044,0.485,,,,25.412,,,,,1.843048474,19.10129375,16.42415628,8.866163807,91.88863,79.01,0,0,,0.012218853,0.054,,0,0,190.3950546,8.483,8.867797053,1289.145492,1549.131284,66.787,259.9857923,11.314,34.62521914,25.78917218,,434,427.5432787,0,0,0,0,0,0
Algeria,2001,31.592153,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,65.22029141,0.56,,,,26.625,,,,,1.909140888,19.7322125,16.96664875,8.366434322,86.472539,74.353,0,0,,0.015612979,0.069,,0,0,197.553589,8.782,9.18102613,1260.805534,1534.247726,65.751,273.4421918,11.314,35.41545954,26.72328786,,434,446.3869589,0,0,0,0,0,0
Algeria,2002,31.995046,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,68.21838911,0.735,,,,27.648,,,,,1.885114824,19.4838875,16.75312769,8.605320986,88.941588,76.476,0,0,,0.012897678,0.057,,0,0,220.022274,9.734,10.1803293,1355.673315,1653.014685,70.894,297.3413699,11.314,36.22320021,27.68135466,,434,434.2974795,0,0,0,0,0,0
Algeria,2003,32.403514,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,71.20039151,0.606,,,,29.528,,,,,1.992440558,20.59316875,17.70693788,9.080956372,93.857589,80.703,0,0,,0.059962891,0.265,,0,0,228.9378082,10.125,10.59106776,1535.550466,1826.281425,79.005,290.7309589,11.8,37.42382491,28.96396853,,434,439.7598356,0,0,0,0,0,0
Algeria,2004,32.831096,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,74.3604572,0.723,,,,31.249,,,,,2.044576034,21.18991875,18.22005052,8.882210654,92.054939,79.153,0,0,,0.05679504,0.251,,0,0,238.2651366,10.59,11.07023476,1628.348798,1920.662459,83.551,292.3136612,11.8,38.34700257,30.07008032,,442.9729863,365.5308779,0,0,0,0,0,0
Algeria,2005,33.288437,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,77.15729066,0.594,,,,33.915,,,,,2.162997679,22.3559875,19.22268917,8.215424085,84.91175,73.01096303,0,0,,0.125650541,0.5553,,0,0,249.2523651,11.034396,11.54027385,1691.764071,1989.931742,86.43767,298.1676712,12.27,39.59675441,31.48261356,,442.9729863,355.9367671,0,0,0,0,0,0
Algeria,2006,33.777915,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,81.01819167,0.882,,,,35.227,,,,,2.210770435,22.84975,19.6472485,7.865928658,81.2994875,69.90497635,0,0,,0.049237453,0.2176,,0,0,257.552726,11.5159,12.02456756,1696.745479,1979.499452,86.202,282.7539726,12.27,40.41174964,32.60305351,,442.9729863,381.7825479,0,0,0,0,0,0
Algeria,2007,34.300076,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,85.44276467,0.757,,,,37.31,,,,,2.26213938,23.38068145,20.10376737,7.899453399,81.6459875,70.20291273,0,0,,0.051138164,0.226,,0,0,285.9807717,12.90056632,13.44711922,1687.050137,1992.273151,86.482,305.2230137,12.2,41.93995513,34.35902475,,442.9729863,391.3617534,0,0,0,0,0,0
Algeria,2008,34.860715,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,90.81196627,0.757,,,,40.237,,,,,2.354714875,24.4041875,20.98382416,7.969997077,82.6007875,71.02389295,0,0,,0.064035842,0.283,,0,0,308.6616298,14.020728,14.61013727,1643.263251,1950.980446,84.76100802,307.7171942,12.2,43.73470555,36.41499727,,444.4992329,429.4058197,0,0,0,0,0,0
Algeria,2009,35.46576,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,95.80820073,0.486,,,,43.112,,,,,2.536053549,26.2117625,22.5380589,7.408036567,76.566875,65.83566208,0,0,,0.077386071,0.342,,0,0,326.5250411,14.868,15.48877295,1517.336795,1774.856795,77.234,257.52,12.2,45.55648163,38.59021792,,554.2684932,475.1647397,0,0,0,0,0,0
Algeria,2010,36.117637,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,94.23301871,0.31,,,,45.735,,,,,2.450472335,25.327225,21.77749355,7.488309698,77.39655,66.54905417,0,0,,0.039145585,0.173,,0,0,326.9479452,14.835,15.48141488,1460.777014,1689.154,73.775,228.3769863,12.2,43.5980963,37.61011311,,554.2684932,548.1434247,0.002059103,0.0091,0.002059103,0.0091,0,0
Algeria,2011,36.819558,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,100.5779852,0.275,,,,53.074,,,,,2.592673112,26.7969625,23.04124033,7.701378053,79.59875,68.44260533,0,0,,0.085531973,0.378,,0,0,349.4717808,15.826,16.52860301,1416.367863,1641.503205,71.675,225.1353425,12.2,45.41001293,39.93447513,,652.35,520.4902466,0.004099821,0.01811875,0.004099821,0.01811875,0,0
Algeria,2012,37.565847,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,108.9497734,0.292,,,,57.397,,,,,2.882494195,29.874075,25.68708083,7.568892224,78.44375,67.44948409,0,0,,0.088020998,0.389,,0,0,369.8407377,16.817,17.57482956,1320.434208,1536.809071,67.212,216.3748634,12.2,48.64667496,43.64797813,,652.35,478.4927869,0.006046752,0.026723014,0.006046752,0.026723014,0,0
Algeria,2013,38.338562,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,115.4399775,0.158,,,,59.89,,,,,3.107836636,32.1215125,27.61952923,7.676234497,79.338875,68.21915305,0,0,,0.022401231,0.099,,0,0,387.4057808,17.565,18.36426354,1275.098247,1485.233041,64.784,210.1347945,12.2,50.42112487,46.17066547,,646.551,492.1341918,0.006471467,0.0286,0.006471467,0.0286,0,0
Algeria,2014,39.113313,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,123.5972686,0.179,,,,64.241,,,,,3.491974295,36.091825,31.03338349,7.756880124,80.1724,68.93585555,0,0,,0.043671087,0.193,,0,0,400.6059452,18.275,19.08212836,1328.871233,1589.092603,68.771,260.2213699,12.2,53.89819415,50.35198571,,650.858,614.7962192,0.013802779,0.061,0.013576504,0.06,0.000226275,0.001
Algeria,2015,39.871528,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,128.9669654,0.133,,,,68.798,,,,,3.669096678,37.9225,32.60748065,7.876731074,81.4111375,70.00097807,0,0,,0.032809884,0.145,,0,0,424.976137,19.4626,20.30511464,1289.880027,1557.665233,67.225,267.7852055,12.2,55.75447577,53.09582836,,650.858,590.5369315,0.01742318,0.077,0.013123953,0.058,0.004299226,0.019
Algeria,2016,40.606052,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,127.6634657,0.049,,,,70.997,,,,,3.724080714,38.59625,33.18680138,8.818270226,91.3922625,78.58320077,0,0,,0.016291804,0.072,,0,0,412.2228415,18.9055,19.72837827,1315.77541,1576.997268,68.417,261.2218579,12.2,54.68859481,53.04021985,,650.858,584.1769672,0.059748395,0.264052055,0.05543739,0.245,0.004311005,0.019052055
Algeria,2017,41.318142,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,127.8350476,0.182,,,,76.017,,,,,3.762220959,38.885,33.43508169,8.995712437,92.9765375,79.94543207,0,0,,0.012671403,0.056,,0,0,407.5491233,18.5573,19.37999173,1286.714685,1540.325644,66.648,253.6109589,12.2,53.83511033,53.12808668,,657,572.683863,0.118341856,0.523,0.11404263,0.504,0.004299226,0.019
Algeria,2018,42.008054,DZA,12,Africa,Northern Africa,1,0,0,,,0,0,0,0,135.5305451,0.182,,,,76.41532823,,,,,4.134718084,42.735,36.74548581,8.930618564,92.30375,79.36693895,0,0,,0.026474182,0.117,,0,0,413.8835616,18.784,19.62136751,1258.052712,1509.725041,65.291,251.6723288,12.2,56.52495068,56.71403412,,657,598.4091507,0.138706612,0.613,0.136443861,0.603,0.002262751,0.01
Angola,1965,6.203299,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29739726,0.655,,,,,,,,,,,,,
Angola,1966,6.30977,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81016438,0.631,,,,,,,,,,,,,
Angola,1967,6.414995,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90183562,0.537,,,,,,,,,,,,,
Angola,1968,6.523791,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18442623,0.75,,,,,,,,,,,,,
Angola,1969,6.642632,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.90076712,2.458,,,,,,,,,,,,,
Angola,1970,6.776381,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8264384,5.065,,,,,,,,,,,,,
Angola,1971,6.927269,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.144137,5.721,,,,,,,,,,,,,
Angola,1972,7.094834,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8753279,7.057,,,,,,,,,,,,,
Angola,1973,7.27796,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9636986,8.175,,,,,,,,,,,,,
Angola,1974,7.474338,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.394,8.541,,,,,,,,,,,,,
Angola,1975,7.682479,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1679726,7.791,,,,,,,,,,,,,
Angola,1976,7.900997,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.14,7.564,,,,,,,,,,,,,
Angola,1977,8.130988,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.368274,7.062,,,,,,,,,,,,,
Angola,1978,8.376147,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3295616,6.469,,,,,,,,,,,,,
Angola,1979,8.641521,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.169863,7.2,,,,,,,,,,,,,
Angola,1980,8.9299,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3865574,7.428,,1.375,,,,,,,,,,,
Angola,1981,9.244507,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.3172055,7.158,,1.108,,,,,,,,,,,
Angola,1982,9.582156,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1317808,6.41,,1.457,,,,,,,,,,,
Angola,1983,9.931562,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4490411,8.79,,1.715,,,,,,,,,,,
Angola,1984,10.277321,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9572131,10.074,,2.147,,,,,,,,,,,
Angola,1985,10.609042,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4912877,11.452,,2.018,,,,,,,,,,,
Angola,1986,10.921037,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.7168767,13.926,,1.4,,,,,,,,,,,
Angola,1987,11.218268,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3957808,17.506,,2,,,,,,,,,,,
Angola,1988,11.513968,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.8885246,22.32,,2,,,,,,,,,,,
Angola,1989,11.827237,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.6636164,22.642,,2.074,,,,,,,,,,,
Angola,1990,12.171441,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.6460274,23.38,,1.625,,,,,,,,,,,
Angola,1991,12.553446,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.6677808,24.514,,1.45,,,,,,,,,,,
Angola,1992,12.968345,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.7369672,27.153,,1.334,,,,,,,,,,,
Angola,1993,13.403734,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.6769863,24.81,,1.901,,,,,,,,,,,
Angola,1994,13.841301,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.7447671,27.424,,2.965,,,,,,,,,,,
Angola,1995,14.268994,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.8546027,31.173,,3.125,,,,,,,,,,,
Angola,1996,14.682284,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.9760656,35.364,,3.695,,,,,,,,,,,
Angola,1997,15.088981,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,36.5,,3.9,,,,,,,,,,,
Angola,1998,15.504318,AGO,24,Africa,Middle Africa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.8493151,36,,4.03,,,,,,,,,,,
